客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_004401,2.0,62.0,女,二线,2024-12-12,8,7748.73,968.59,0.32,5.0,潜力客户
CUST_004402,1.0,43.0,男,一线,2024-12-10,11,6983.53,634.87,0.34,5.0,潜力客户
CUST_004403,5.6,58.0,女,三线,2024-12-17,25,12446.5,497.86,0.14,4.0,高价值
CUST_004404,4.8,55.0,男,一线,2024-12-18,28,12265.32,438.05,0.2,4.0,高价值
CUST_004405,4.5,23.0,男,二线,2024-10-16,3,550.66,183.55,0.59,4.0,流失风险
CUST_004406,1.1,43.0,女,一线,2024-11-29,5,1431.83,286.37,0.55,3.0,一般客户
CUST_004407,2.8,39.0,女,三线,2024-12-19,13,7732.06,594.77,0.37,3.0,潜力客户
CUST_004408,2.4,62.0,男,二线,2024-11-05,4,3678.69,919.67,0.49,4.0,一般客户
CUST_004409,2.9,53.0,男,三线,2024-10-21,1,1021.21,1021.21,0.52,4.0,流失风险
CUST_004410,4.0,49.0,女,一线,2024-12-29,18,13538.65,752.15,0.1,4.0,高价值
CUST_004411,1.4,57.0,男,一线,2024-12-16,11,3084.91,280.45,0.25,,潜力客户
CUST_004412,2.9,27.0,男,二线,2024-11-26,3,2448.04,816.01,0.59,4.0,一般客户
CUST_004413,1.9,49.0,男,二线,2024-11-12,3,3503.61,1167.87,0.42,4.0,一般客户
CUST_004414,2.2,51.0,女,二线,2024-12-24,20,9306.81,465.34,0.3,5.0,高价值
CUST_004415,3.9,43.0,男,二线,2024-12-10,12,4288.26,357.35,0.21,4.0,潜力客户
CUST_004416,7.6,35.0,男,三线,2024-12-25,17,5266.08,309.77,0.15,4.0,高价值
CUST_004417,4.3,57.0,女,其他,2024-07-14,3,805.73,268.58,0.53,5.0,流失风险
CUST_004418,1.8,44.0,女,二线,2024-11-02,6,3324.05,554.01,0.58,3.0,一般客户
CUST_004419,1.2,34.0,女,一线,2024-11-12,9,3512.84,390.32,0.38,4.0,一般客户
CUST_004420,3.8,54.0,女,二线,2024-09-23,2,715.98,357.99,0.44,3.0,流失风险
CUST_004421,7.3,28.0,女,三线,2024-12-28,26,6729.17,258.81,0.1,5.0,高价值
CUST_004422,0.8,43.0,男,一线,2024-12-09,3,2132.21,710.74,0.53,,一般客户
CUST_004423,1.2,46.0,男,三线,2024-07-08,1,1064.66,1064.66,0.46,3.0,流失风险
CUST_004424,3.9,56.0,女,三线,2024-07-07,1,1912.39,1912.39,0.76,4.0,流失风险
CUST_004425,0.8,56.0,女,其他,2024-12-01,5,1775.39,355.08,0.5,4.0,一般客户
CUST_004426,2.5,41.0,男,三线,2024-12-10,14,4389.64,313.55,0.4,3.0,潜力客户
CUST_004427,1.0,28.0,男,三线,2024-08-11,1,1396.03,1396.03,0.52,5.0,流失风险
CUST_004428,1.0,60.0,女,其他,2024-11-06,5,2117.75,423.55,0.32,3.0,一般客户
CUST_004429,1.8,50.0,女,一线,2024-11-22,6,1262.15,210.36,0.34,5.0,一般客户
CUST_004430,1.2,53.0,女,二线,2024-12-02,10,7358.28,735.83,0.37,3.0,潜力客户
CUST_004431,1.1,63.0,女,一线,2024-12-18,9,7840.19,871.13,0.31,3.0,潜力客户
CUST_004432,4.8,60.0,男,二线,2024-08-07,2,957.77,478.89,0.79,3.0,流失风险
CUST_004433,1.3,58.0,男,二线,2024-11-08,6,1352.81,225.47,0.5,3.0,一般客户
CUST_004434,3.5,29.0,男,其他,2024-12-24,20,8054.8,402.74,0.15,4.0,高价值
CUST_004435,8.0,31.0,男,二线,2024-12-20,25,6995.95,279.84,0.19,3.0,高价值
CUST_004436,3.5,28.0,男,二线,2024-10-28,4,681.71,170.43,0.71,3.0,流失风险
CUST_004437,2.3,25.0,女,其他,2024-10-11,1,1833.44,1833.44,0.51,4.0,流失风险
CUST_004438,2.2,30.0,男,二线,2024-11-06,8,3169.37,396.17,0.37,3.0,一般客户
CUST_004439,2.5,28.0,男,二线,2024-12-29,15,8444.99,563.0,0.14,4.0,高价值
CUST_004440,2.2,36.0,女,三线,2024-08-17,4,1161.21,290.3,0.52,4.0,流失风险
CUST_004441,4.6,59.0,女,二线,2024-12-27,24,10001.83,416.74,0.29,,高价值
CUST_004442,0.8,26.0,女,二线,2024-12-10,9,3101.51,344.61,0.42,4.0,一般客户
CUST_004443,3.9,32.0,女,三线,2024-10-13,2,1122.57,561.28,0.49,3.0,流失风险
CUST_004444,1.8,57.0,女,其他,2024-12-21,10,5650.86,565.09,0.2,3.0,潜力客户
CUST_004445,2.2,56.0,男,一线,2024-12-16,6,1204.92,200.82,0.54,5.0,一般客户
CUST_004446,1.9,39.0,男,一线,2024-08-31,1,668.47,668.47,0.67,4.0,流失风险
CUST_004447,1.3,32.0,女,一线,2024-07-28,3,1610.29,536.76,0.57,3.0,流失风险
CUST_004448,2.3,35.0,女,其他,2024-12-12,3,1895.06,631.69,0.49,5.0,一般客户
CUST_004449,3.5,28.0,女,其他,2024-12-10,11,3242.83,294.8,0.32,4.0,潜力客户
CUST_004450,5.5,52.0,男,一线,2024-12-21,20,15634.75,781.74,0.28,4.0,高价值
CUST_004451,2.0,37.0,男,二线,2024-12-16,5,1398.95,279.79,0.51,5.0,一般客户
CUST_004452,1.1,56.0,男,一线,2024-11-06,9,1888.17,209.8,0.57,5.0,一般客户
CUST_004453,7.1,43.0,男,二线,2024-12-26,24,15471.83,644.66,0.13,4.0,高价值
CUST_004454,1.0,49.0,女,一线,2024-11-15,8,2226.3,278.29,0.59,5.0,一般客户
CUST_004455,1.1,54.0,男,二线,2024-12-11,6,2546.35,424.39,0.36,4.0,一般客户
CUST_004456,7.7,28.0,女,三线,2024-12-24,15,12900.48,860.03,0.22,,高价值
CUST_004457,3.6,38.0,男,二线,2024-10-04,4,999.9,249.98,0.67,4.0,流失风险
CUST_004458,2.1,59.0,男,其他,2024-11-03,7,2493.24,356.18,0.32,5.0,一般客户
CUST_004459,2.7,61.0,女,三线,2024-09-07,3,946.41,315.47,0.52,3.0,流失风险
CUST_004460,1.8,36.0,女,二线,2024-12-22,12,3259.47,271.62,0.34,3.0,潜力客户
CUST_004461,4.6,39.0,女,二线,2024-12-27,28,18137.4,647.76,0.17,5.0,高价值
CUST_004462,1.1,37.0,女,其他,2024-12-12,12,4359.41,363.28,0.22,5.0,潜力客户
CUST_004463,6.0,51.0,女,三线,2024-12-28,19,13044.67,686.56,0.13,4.0,高价值
CUST_004464,3.0,,女,一线,2024-12-09,14,3457.14,246.94,0.34,3.0,潜力客户
CUST_004465,0.7,48.0,女,二线,2024-12-11,9,3204.8,356.09,0.42,5.0,一般客户
CUST_004466,2.4,27.0,男,二线,2024-11-22,7,3836.87,548.12,0.43,3.0,一般客户
CUST_004467,1.4,40.0,女,三线,2024-12-10,13,4286.62,329.74,0.24,,潜力客户
CUST_004468,4.9,29.0,男,一线,2024-07-29,3,1923.21,641.07,0.66,5.0,流失风险
CUST_004469,1.9,49.0,男,一线,2024-12-12,8,5361.37,670.17,0.32,5.0,潜力客户
CUST_004470,4.2,,男,二线,2024-10-26,3,1745.81,581.94,0.77,3.0,流失风险
CUST_004471,1.3,,男,一线,2024-12-03,8,5976.48,747.06,0.32,5.0,潜力客户
CUST_004472,2.8,39.0,女,二线,2024-12-03,8,2653.51,331.69,0.46,3.0,一般客户
CUST_004473,2.9,58.0,女,其他,2024-11-09,6,2444.24,407.37,0.5,3.0,一般客户
CUST_004474,4.6,31.0,女,一线,2024-10-10,3,1611.68,537.23,0.4,4.0,流失风险
CUST_004475,1.2,23.0,女,二线,2024-11-20,7,1609.88,229.98,0.49,3.0,一般客户
CUST_004476,4.5,38.0,男,三线,2024-08-02,1,1067.6,1067.6,0.55,3.0,流失风险
CUST_004477,2.0,59.0,女,一线,2024-08-02,3,629.79,209.93,0.69,4.0,流失风险
CUST_004478,3.2,58.0,女,三线,2024-12-04,9,3106.47,345.16,0.23,5.0,潜力客户
CUST_004479,1.8,64.0,女,二线,2024-12-14,13,5406.0,415.85,0.35,3.0,潜力客户
CUST_004480,2.8,45.0,女,二线,2024-12-04,4,1762.62,440.65,0.48,3.0,一般客户
CUST_004481,5.2,31.0,男,三线,2024-12-24,17,5487.8,322.81,0.23,4.0,高价值
CUST_004482,3.0,31.0,男,三线,2024-12-20,14,4485.64,320.4,0.22,5.0,潜力客户
CUST_004483,3.6,43.0,女,三线,2024-10-29,2,1236.94,618.47,0.43,5.0,流失风险
CUST_004484,1.5,46.0,男,其他,2024-11-28,7,3055.01,436.43,0.53,3.0,一般客户
CUST_004485,1.6,27.0,男,二线,2024-11-09,8,2144.84,268.1,0.57,4.0,一般客户
CUST_004486,4.0,22.0,女,其他,2024-09-12,1,1977.32,1977.32,0.57,5.0,流失风险
CUST_004487,0.7,64.0,男,二线,2024-11-12,4,3920.86,980.22,0.48,5.0,一般客户
CUST_004488,2.4,61.0,男,二线,2024-07-07,4,1417.98,354.5,0.66,5.0,流失风险
CUST_004489,2.5,60.0,男,二线,2024-09-06,2,1526.76,763.38,0.72,5.0,流失风险
CUST_004490,4.6,51.0,男,二线,2024-11-16,2,1193.37,596.69,0.42,4.0,流失风险
CUST_004491,4.3,61.0,女,三线,2024-10-26,4,1237.18,309.3,0.69,5.0,流失风险
CUST_004492,3.4,41.0,女,二线,2024-12-26,14,6441.55,460.11,0.32,5.0,潜力客户
CUST_004493,2.8,29.0,男,一线,2024-12-15,10,6218.08,621.81,0.29,4.0,潜力客户
CUST_004494,0.9,59.0,女,其他,2024-12-04,7,2171.27,310.18,0.47,3.0,一般客户
CUST_004495,2.2,51.0,男,一线,2024-12-12,14,5407.32,386.24,0.31,5.0,潜力客户
CUST_004496,2.4,60.0,男,二线,2024-12-19,10,7736.47,773.65,0.39,4.0,潜力客户
CUST_004497,2.5,44.0,男,三线,2024-12-28,16,11282.61,705.16,0.22,5.0,高价值
CUST_004498,1.8,59.0,女,三线,2024-11-12,1,1680.07,1680.07,0.56,4.0,流失风险
CUST_004499,2.3,43.0,女,一线,2024-12-24,29,12618.04,435.1,0.3,4.0,高价值
CUST_004500,1.6,62.0,男,二线,2024-12-06,6,1167.79,194.63,0.53,3.0,一般客户
CUST_004501,1.6,25.0,男,其他,2024-12-06,8,5220.58,652.57,0.2,5.0,潜力客户
CUST_004502,2.6,53.0,男,一线,2024-12-17,8,5468.05,683.51,0.23,3.0,潜力客户
CUST_004503,1.0,55.0,女,三线,2024-11-17,9,3023.22,335.91,0.48,5.0,一般客户
CUST_004504,2.7,47.0,男,一线,2024-12-22,24,7015.59,292.32,0.17,5.0,高价值
CUST_004505,7.1,47.0,女,三线,2024-12-24,19,9431.39,496.39,0.2,4.0,高价值
CUST_004506,1.8,40.0,男,二线,2024-11-23,7,2525.95,360.85,0.34,4.0,一般客户
CUST_004507,1.6,45.0,男,三线,2024-10-18,3,1319.75,439.92,0.49,3.0,流失风险
CUST_004508,2.0,58.0,女,三线,2024-11-09,6,3742.29,623.71,0.46,5.0,一般客户
CUST_004509,0.7,51.0,男,一线,2024-11-07,3,2228.38,742.79,0.6,3.0,一般客户
CUST_004510,3.1,62.0,男,一线,2024-12-29,15,6439.54,429.3,0.13,5.0,高价值
CUST_004511,1.7,23.0,女,其他,2024-09-26,1,1012.42,1012.42,0.76,3.0,流失风险
CUST_004512,2.0,24.0,男,三线,2024-11-11,3,2384.8,794.93,0.37,3.0,一般客户
CUST_004513,1.7,29.0,女,一线,2024-12-06,8,5799.48,724.93,0.23,3.0,潜力客户
CUST_004514,3.1,35.0,女,二线,2024-12-27,27,13090.13,484.82,0.23,4.0,高价值
CUST_004515,2.1,32.0,女,二线,2024-11-11,3,1973.67,657.89,0.31,3.0,一般客户
CUST_004516,3.9,27.0,男,其他,2024-12-23,11,3907.95,355.27,0.35,5.0,潜力客户
CUST_004517,1.7,45.0,男,三线,2024-12-19,10,5226.74,522.67,0.24,5.0,潜力客户
CUST_004518,3.2,24.0,女,三线,2024-08-03,4,1832.42,458.1,0.64,4.0,流失风险
CUST_004519,2.5,36.0,女,三线,2024-09-03,4,846.45,211.61,0.46,3.0,流失风险
CUST_004520,3.3,34.0,男,二线,2024-07-25,1,660.2,660.2,0.42,4.0,流失风险
CUST_004521,1.7,27.0,男,二线,2024-11-06,8,2055.17,256.9,0.58,5.0,一般客户
CUST_004522,2.9,59.0,男,二线,2024-11-28,9,3191.84,354.65,0.57,4.0,一般客户
CUST_004523,4.7,26.0,男,其他,2024-12-25,26,18983.36,730.13,0.15,4.0,高价值
CUST_004524,1.6,43.0,男,三线,2024-12-10,9,4680.29,520.03,0.21,4.0,潜力客户
CUST_004525,1.3,51.0,男,二线,2024-11-12,8,1431.77,178.97,0.3,4.0,一般客户
CUST_004526,1.3,40.0,男,二线,2024-11-02,6,1897.83,316.3,0.6,4.0,一般客户
CUST_004527,3.4,46.0,女,三线,2024-08-04,1,1393.53,1393.53,0.41,3.0,流失风险
CUST_004528,5.5,64.0,男,二线,2024-12-17,25,15488.37,619.53,0.19,4.0,高价值
CUST_004529,1.6,43.0,女,一线,2024-12-11,12,7614.49,634.54,0.24,3.0,潜力客户
CUST_004530,7.7,44.0,男,其他,2024-12-26,23,14816.53,644.2,0.13,4.0,高价值
CUST_004531,4.2,33.0,女,一线,2024-09-30,2,1525.07,762.54,0.42,3.0,流失风险
CUST_004532,2.9,45.0,男,一线,2024-12-05,9,3504.99,389.44,0.56,5.0,一般客户
CUST_004533,3.3,50.0,女,二线,2024-12-08,9,6227.51,691.95,0.4,3.0,潜力客户
CUST_004534,0.5,30.0,男,二线,2024-11-29,6,1588.75,264.79,0.35,5.0,一般客户
CUST_004535,1.4,50.0,女,三线,2024-11-08,8,2918.78,364.85,0.46,3.0,一般客户
CUST_004536,4.5,61.0,男,三线,2024-09-30,2,642.14,321.07,0.56,4.0,流失风险
CUST_004537,2.1,58.0,男,二线,2024-12-21,11,4263.68,387.61,0.38,3.0,潜力客户
CUST_004538,3.8,50.0,女,二线,2024-12-13,12,4078.09,339.84,0.3,4.0,潜力客户
CUST_004539,2.8,32.0,男,三线,2024-12-20,14,5229.54,373.54,0.34,3.0,潜力客户
CUST_004540,3.5,45.0,女,一线,2024-12-14,9,3405.2,378.36,0.33,4.0,潜力客户
CUST_004541,4.7,62.0,男,二线,2024-10-03,1,1324.18,1324.18,0.42,5.0,流失风险
CUST_004542,1.0,46.0,女,二线,2024-09-27,1,920.76,920.76,0.74,3.0,流失风险
CUST_004543,2.3,24.0,女,其他,2024-10-15,3,1612.82,537.61,0.49,5.0,流失风险
CUST_004544,1.0,31.0,男,三线,2024-11-25,3,2464.12,821.37,0.48,4.0,一般客户
CUST_004545,1.7,43.0,女,三线,2024-12-12,4,2966.26,741.57,0.59,4.0,一般客户
CUST_004546,0.7,45.0,男,二线,2024-12-04,7,2012.68,287.53,0.53,5.0,一般客户
CUST_004547,4.9,46.0,女,三线,2024-10-28,3,821.8,273.93,0.52,3.0,流失风险
CUST_004548,2.0,56.0,男,二线,2024-12-03,7,3805.09,543.58,0.53,3.0,一般客户
CUST_004549,4.0,56.0,女,一线,2024-11-12,2,1315.77,657.88,0.6,4.0,流失风险
CUST_004550,1.4,46.0,男,三线,2024-09-01,4,1748.66,437.17,0.8,4.0,流失风险
CUST_004551,2.9,31.0,女,一线,2024-11-28,9,2334.54,259.39,0.3,3.0,一般客户
CUST_004552,3.7,52.0,男,二线,2024-12-21,10,3255.25,325.52,0.3,4.0,潜力客户
CUST_004553,0.6,38.0,男,二线,2024-12-10,5,1497.98,299.6,0.33,3.0,一般客户
CUST_004554,0.7,57.0,男,二线,2024-12-02,3,2206.29,735.43,0.31,4.0,一般客户
CUST_004555,3.0,63.0,男,二线,2024-12-05,4,2157.44,539.36,0.5,4.0,一般客户
CUST_004556,1.7,25.0,女,二线,2024-07-09,1,967.3,967.3,0.55,3.0,流失风险
CUST_004557,2.8,57.0,女,三线,2024-10-05,4,890.4,222.6,0.64,3.0,流失风险
CUST_004558,2.6,39.0,男,二线,2024-12-16,5,3121.49,624.3,0.31,3.0,一般客户
CUST_004559,2.5,61.0,男,二线,2024-12-18,14,5781.32,412.95,0.36,5.0,潜力客户
CUST_004560,4.3,24.0,女,三线,2024-12-27,19,14785.52,778.19,0.14,4.0,高价值
CUST_004561,3.5,,男,三线,2024-11-01,4,1846.79,461.7,0.72,3.0,流失风险
CUST_004562,1.4,38.0,男,三线,2024-12-12,12,5357.84,446.49,0.38,3.0,潜力客户
CUST_004563,1.3,49.0,男,其他,2024-12-03,14,5832.24,416.59,0.36,3.0,潜力客户
CUST_004564,4.0,34.0,男,三线,2024-12-17,14,4378.14,312.72,0.28,3.0,潜力客户
CUST_004565,1.1,53.0,男,三线,2024-12-02,11,7405.72,673.25,0.3,4.0,潜力客户
CUST_004566,8.0,49.0,男,三线,2024-12-27,17,12050.97,708.88,0.17,4.0,高价值
CUST_004567,0.6,39.0,男,一线,2024-11-18,4,2835.34,708.83,0.57,4.0,一般客户
CUST_004568,5.2,44.0,男,一线,2024-12-20,21,15502.46,738.21,0.16,4.0,高价值
CUST_004569,2.0,41.0,男,三线,2024-12-18,17,16424.8,966.16,0.14,4.0,高价值
CUST_004570,1.1,53.0,女,二线,2024-11-11,5,2914.51,582.9,0.41,5.0,一般客户
CUST_004571,2.8,63.0,女,三线,2024-12-08,10,3903.73,390.37,0.37,4.0,潜力客户
CUST_004572,2.0,33.0,男,其他,2024-11-15,8,3663.97,458.0,0.41,3.0,一般客户
CUST_004573,2.6,53.0,男,三线,2024-12-01,4,3529.47,882.37,0.55,4.0,一般客户
CUST_004574,3.3,52.0,女,一线,2024-12-22,8,6954.22,869.28,0.38,3.0,潜力客户
CUST_004575,3.0,23.0,女,其他,2024-12-12,11,5945.29,540.48,0.39,5.0,潜力客户
CUST_004576,4.9,61.0,男,二线,2024-10-18,2,1416.47,708.24,0.69,5.0,流失风险
CUST_004577,2.9,47.0,女,一线,2024-10-12,4,980.57,245.14,0.75,3.0,流失风险
CUST_004578,3.8,34.0,女,三线,2024-12-25,10,5681.93,568.19,0.34,3.0,潜力客户
CUST_004579,3.6,23.0,男,三线,2024-08-22,2,1805.52,902.76,0.65,4.0,流失风险
CUST_004580,4.1,55.0,女,二线,2024-11-10,4,1061.09,265.27,0.6,5.0,流失风险
CUST_004581,3.4,30.0,女,一线,2024-07-05,3,1360.02,453.34,0.72,4.0,流失风险
CUST_004582,2.6,22.0,女,三线,2024-12-29,28,17059.77,609.28,0.19,4.0,高价值
CUST_004583,3.7,64.0,女,其他,2024-12-14,12,6403.96,533.66,0.35,3.0,潜力客户
CUST_004584,0.8,49.0,男,三线,2024-12-10,7,3669.38,524.2,0.38,3.0,一般客户
CUST_004585,1.2,60.0,男,其他,2024-07-31,4,943.1,235.78,0.5,4.0,流失风险
CUST_004586,2.8,47.0,女,二线,2024-12-02,9,3828.92,425.44,0.3,4.0,潜力客户
CUST_004587,1.7,59.0,男,一线,2024-08-21,4,753.11,188.28,0.58,4.0,流失风险
CUST_004588,2.1,51.0,男,二线,2024-12-14,7,1232.68,176.1,0.3,4.0,一般客户
CUST_004589,1.6,56.0,女,三线,2024-12-24,9,6468.87,718.76,0.24,5.0,潜力客户
CUST_004590,3.7,36.0,女,二线,2024-12-20,10,5232.21,523.22,0.22,3.0,潜力客户
CUST_004591,0.6,32.0,女,一线,2024-11-26,4,1030.95,257.74,0.32,4.0,一般客户
CUST_004592,3.0,48.0,女,二线,2024-12-25,29,18412.4,634.91,0.14,3.0,高价值
CUST_004593,1.1,63.0,女,二线,2024-11-04,5,3281.35,656.27,0.41,5.0,一般客户
CUST_004594,4.9,50.0,女,二线,2024-08-27,3,1913.64,637.88,0.5,4.0,流失风险
CUST_004595,3.9,41.0,男,其他,2024-12-08,9,5222.82,580.31,0.39,5.0,潜力客户
CUST_004596,4.3,24.0,男,二线,2024-10-02,3,919.42,306.47,0.63,5.0,流失风险
CUST_004597,1.3,34.0,男,三线,2024-11-20,4,2931.95,732.99,0.46,3.0,一般客户
CUST_004598,3.1,34.0,男,其他,2024-10-22,3,558.93,186.31,0.54,3.0,流失风险
CUST_004599,1.3,28.0,女,二线,2024-10-15,3,1346.86,448.95,0.55,3.0,流失风险
CUST_004600,2.2,37.0,男,三线,2024-11-21,5,1705.59,341.12,0.46,,一般客户
CUST_004601,2.5,36.0,男,三线,2024-12-05,9,5282.06,586.9,0.33,4.0,潜力客户
CUST_004602,2.5,55.0,女,二线,2024-12-21,25,14301.38,572.06,0.25,5.0,高价值
CUST_004603,4.6,38.0,女,一线,2024-09-13,2,1468.01,734.01,0.6,3.0,流失风险
CUST_004604,2.2,60.0,男,三线,2024-11-03,3,1531.43,510.48,0.38,5.0,一般客户
CUST_004605,4.9,64.0,男,其他,2024-10-05,4,1885.3,471.32,0.57,4.0,流失风险
CUST_004606,4.1,52.0,男,一线,2024-12-21,29,10235.09,352.93,0.23,3.0,高价值
CUST_004607,3.6,40.0,女,其他,2024-07-23,4,1226.66,306.66,0.42,5.0,流失风险
CUST_004608,2.5,38.0,女,二线,2024-11-22,9,3762.72,418.08,0.48,5.0,一般客户
CUST_004609,2.8,48.0,男,二线,2024-11-15,8,3221.2,402.65,0.41,5.0,一般客户
CUST_004610,2.0,55.0,女,一线,2024-12-04,3,1537.84,512.61,0.5,3.0,一般客户
CUST_004611,2.5,23.0,男,三线,2024-11-28,9,2238.8,248.76,0.6,5.0,一般客户
CUST_004612,0.6,55.0,男,二线,2024-12-15,9,3975.85,441.76,0.45,3.0,一般客户
CUST_004613,1.0,52.0,女,二线,2024-11-22,8,3827.78,478.47,0.6,4.0,一般客户
CUST_004614,2.1,,男,二线,2024-10-02,1,956.51,956.51,0.54,3.0,流失风险
CUST_004615,1.0,52.0,女,一线,2024-11-23,7,2543.2,363.31,0.54,3.0,一般客户
CUST_004616,2.9,42.0,男,二线,2024-12-20,14,5302.61,378.76,0.38,3.0,潜力客户
CUST_004617,2.2,54.0,女,三线,2024-10-19,2,1548.43,774.22,0.67,4.0,流失风险
CUST_004618,1.9,61.0,男,二线,2024-10-11,2,1101.17,550.58,0.46,4.0,流失风险
CUST_004619,5.8,45.0,男,三线,2024-12-17,16,10555.03,659.69,0.2,5.0,高价值
CUST_004620,4.6,42.0,女,一线,2024-07-08,1,850.78,850.78,0.72,3.0,流失风险
CUST_004621,2.2,56.0,女,一线,2024-12-03,12,7440.1,620.01,0.23,4.0,潜力客户
CUST_004622,3.6,40.0,男,一线,2024-12-18,25,11631.73,465.27,0.27,,高价值
CUST_004623,4.3,43.0,女,一线,2024-07-16,1,958.71,958.71,0.71,4.0,流失风险
CUST_004624,1.8,27.0,男,二线,2024-11-03,8,1508.27,188.53,0.35,3.0,一般客户
CUST_004625,1.3,39.0,男,其他,2024-12-05,3,1671.84,557.28,0.3,3.0,一般客户
CUST_004626,1.1,23.0,男,三线,2024-10-20,1,1961.09,1961.09,0.45,3.0,流失风险
CUST_004627,2.9,63.0,女,二线,2024-11-09,9,3633.17,403.69,0.49,4.0,一般客户
CUST_004628,1.1,34.0,男,二线,2024-12-08,13,7792.65,599.43,0.27,3.0,潜力客户
CUST_004629,7.1,47.0,男,一线,2024-12-18,24,14495.72,603.99,0.16,5.0,高价值
CUST_004630,2.3,31.0,女,其他,2024-12-07,14,7737.91,552.71,0.2,3.0,潜力客户
CUST_004631,3.8,59.0,男,一线,2024-12-24,14,6871.84,490.85,0.22,,潜力客户
CUST_004632,4.2,60.0,女,其他,2024-10-20,4,506.88,126.72,0.68,3.0,流失风险
CUST_004633,3.8,45.0,男,二线,2024-12-17,14,3485.49,248.96,0.39,4.0,潜力客户
CUST_004634,4.8,57.0,男,二线,2024-12-22,18,17487.39,971.52,0.2,5.0,高价值
CUST_004635,1.5,34.0,女,三线,2024-08-24,3,1662.56,554.19,0.72,4.0,流失风险
CUST_004636,2.8,56.0,男,一线,2024-10-08,3,1496.98,498.99,0.5,4.0,流失风险
CUST_004637,1.4,53.0,女,其他,2024-11-28,3,1935.22,645.07,0.54,5.0,一般客户
CUST_004638,1.7,45.0,女,二线,2024-11-29,6,3560.85,593.48,0.35,3.0,一般客户
CUST_004639,2.7,35.0,男,二线,2024-12-05,12,6417.3,534.78,0.36,3.0,潜力客户
CUST_004640,2.9,49.0,男,二线,2024-08-10,1,889.96,889.96,0.57,5.0,流失风险
CUST_004641,2.9,59.0,男,二线,2024-12-28,15,18409.53,1227.3,0.25,5.0,高价值
CUST_004642,1.3,62.0,男,二线,2024-12-09,11,6753.37,613.94,0.33,4.0,潜力客户
CUST_004643,1.2,58.0,女,三线,2024-11-05,4,2524.51,631.13,0.33,4.0,一般客户
CUST_004644,1.2,53.0,女,其他,2024-12-16,6,3797.93,632.99,0.5,5.0,一般客户
CUST_004645,2.7,34.0,男,三线,2024-10-02,3,614.09,204.7,0.74,4.0,流失风险
CUST_004646,2.5,32.0,男,二线,2024-12-03,12,7899.42,658.29,0.32,5.0,潜力客户
CUST_004647,2.2,30.0,男,二线,2024-09-15,1,1625.06,1625.06,0.49,5.0,流失风险
CUST_004648,4.2,43.0,女,二线,2024-10-04,3,880.57,293.52,0.57,4.0,流失风险
CUST_004649,3.6,32.0,女,二线,2024-09-16,2,1799.85,899.92,0.47,4.0,流失风险
CUST_004650,3.8,37.0,男,一线,2024-08-10,2,1334.94,667.47,0.64,4.0,流失风险
CUST_004651,2.4,30.0,男,二线,2024-11-11,3,1904.72,634.91,0.48,3.0,一般客户
CUST_004652,4.6,58.0,男,一线,2024-09-24,4,1721.87,430.47,0.7,5.0,流失风险
CUST_004653,1.5,58.0,女,一线,2024-11-12,9,2340.56,260.06,0.54,4.0,一般客户
CUST_004654,3.6,44.0,男,一线,2024-12-28,29,15339.43,528.95,0.29,5.0,高价值
CUST_004655,2.8,60.0,女,三线,2024-12-06,12,3648.93,304.08,0.34,4.0,潜力客户
CUST_004656,2.7,43.0,男,一线,2024-11-14,4,3840.1,960.02,0.37,5.0,一般客户
CUST_004657,2.8,58.0,女,二线,2024-11-22,4,1178.34,294.58,0.51,5.0,一般客户
CUST_004658,1.3,44.0,男,三线,2024-12-23,8,3286.67,410.83,0.28,5.0,潜力客户
CUST_004659,2.3,40.0,男,三线,2024-12-28,26,16184.66,622.49,0.12,4.0,高价值
CUST_004660,6.4,40.0,男,其他,2024-12-19,25,9689.0,387.56,0.25,5.0,高价值
CUST_004661,4.9,54.0,女,其他,2024-12-20,21,18671.75,889.13,0.28,4.0,高价值
CUST_004662,3.0,43.0,女,一线,2024-10-23,3,1459.27,486.42,0.61,4.0,流失风险
CUST_004663,3.0,49.0,男,一线,2024-12-14,8,3979.51,497.44,0.37,3.0,潜力客户
CUST_004664,1.2,63.0,女,二线,2024-11-18,9,3595.91,399.55,0.41,5.0,一般客户
CUST_004665,4.2,24.0,男,三线,2024-12-30,16,5589.43,349.34,0.12,,高价值
CUST_004666,3.9,60.0,女,二线,2024-12-03,9,7256.19,806.24,0.37,5.0,潜力客户
CUST_004667,3.1,34.0,女,其他,2024-12-12,12,6926.77,577.23,0.37,,潜力客户
CUST_004668,1.1,60.0,男,一线,2024-11-09,5,1592.0,318.4,0.4,5.0,一般客户
CUST_004669,1.3,52.0,女,一线,2024-10-25,4,1996.88,499.22,0.7,4.0,流失风险
CUST_004670,2.5,56.0,女,一线,2024-12-14,4,1594.39,398.6,0.5,3.0,一般客户
CUST_004671,5.0,40.0,女,二线,2024-10-09,3,1171.43,390.48,0.55,4.0,流失风险
CUST_004672,6.6,29.0,女,其他,2024-12-22,27,6277.27,232.49,0.21,5.0,高价值
CUST_004673,3.9,63.0,男,其他,2024-12-20,22,7048.85,320.4,0.15,3.0,高价值
